"","sub_pid","client_property_id","account","actions_de","actions_en","costs","sqm","rental_units","year_construction","year_last_renovation","roof","windows","face_of_building","heating","main_type_of_use","vacancy_rate"
"652","309_01","3143","5205","Eigenleistungen Mieter","in-house effort tenant",2863.9,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"653","309_01","3143","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",5432.31,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"654","309_01","3143","5235","Rolladen","shutters",1769.49,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"655","309_01","3143","5240","Zimmererarb./Holzschutz","carpenter work",2145.21,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"656","309_01","3143","5245","Trockenbau","dry construction",314.73,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"657","309_01","3143","5250","Sanitärinstallation","sanitary installation",62916.17,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"658","309_01","3143","5260","Zargen / Türen","doors",21991.53,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"659","309_01","3143","5270","Schlösser / Schlüssel","locks/keys",1660.93,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"660","309_01","3143","5280","Malerarbeiten","painting and decorating",8688.85,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"661","309_01","3143","5290","Fußbodenarbeiten","floor",4009.49,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"662","309_01","3143","5300","Fenster / Glaserarbeiten","windows",41025.65,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"663","309_01","3143","5310","Elektroarbeiten","electrics",20316.79,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"664","309_01","3143","5330","Aufzüge","elevators",4314.69,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"665","309_01","3143","5350","Klingeln","doorbells",2002.91,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"666","309_01","3143","5360","Heizkörper / WMZ","heating elements",4584.85,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"667","309_01","3143","5390","Sperrmüll-Inst.","bulky waste",3232.94,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"668","309_01","3143","5400","Lüftungsanlagen","ventilation plants",1618.77,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"669","309_01","3143","5410","Heizungsanlagen","heating system",1087.2,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"670","309_01","3143","5420","Schädlingsbekämpfg.-Inst.","crop spraying",545.15,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"671","309_01","3143","5440","Kabel-TV","cable tv",1129.1,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"672","309_01","3143","5450","Dachdecker","slater",970,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"673","309_01","3143","5460","nicht umlegb. Reinigung","cleaning",420,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"674","309_01","3143","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",4852.14,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"675","309_01","3143","5600","Nicht umlegb. HM-Kosten","not addable costs",25074,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"676","309_01","3143","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",60845.42,14676,393,1968,NA,"flat","multilayer glas","other","gas central","residential",13
"677","31_00","3124","5201","Strom / Gas Leerstand","power/gas (vacancy)",2402.06,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"678","31_00","3124","5250","Sanitärinstallation","sanitary installation",1087.49,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"679","31_00","3124","5260","Zargen / Türen","doors",247.47,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"680","31_00","3124","5270","Schlösser / Schlüssel","locks/keys",930.32,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"681","31_00","3124","5280","Malerarbeiten","painting and decorating",430.5,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"682","31_00","3124","5290","Fußbodenarbeiten","floor",142.8,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"683","31_00","3124","5300","Fenster / Glaserarbeiten","windows",266.86,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"684","31_00","3124","5310","Elektroarbeiten","electrics",752.02,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"685","31_00","3124","5330","Aufzüge","elevators",1162.15,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"686","31_00","3124","5350","Klingeln","doorbells",404.03,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"687","31_00","3124","5360","Heizkörper / WMZ","heating elements",278.38,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"688","31_00","3124","5380","Sonstiges","other",30.5,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"689","31_00","3124","5390","Sperrmüll-Inst.","bulky waste",769.8,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"690","31_00","3124","5400","Lüftungsanlagen","ventilation plants",240.4,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"691","31_00","3124","5410","Heizungsanlagen","heating system",3129.55,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"692","31_00","3124","5600","Nicht umlegb. HM-Kosten","not addable costs",1125,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"693","31_00","3124","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",769.34,843,14,1918,NA,"double pitch roof","timber","finery","gas central","residential",49
"694","310_00","3010","5201","Strom / Gas Leerstand","power/gas (vacancy)",2938.19,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"695","310_00","3010","5250","Sanitärinstallation","sanitary installation",1342.53,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"696","310_00","3010","5260","Zargen / Türen","doors",1071.91,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"697","310_00","3010","5270","Schlösser / Schlüssel","locks/keys",568.5,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"698","310_00","3010","5300","Fenster / Glaserarbeiten","windows",262.67,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"699","310_00","3010","5310","Elektroarbeiten","electrics",848.4,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"700","310_00","3010","5350","Klingeln","doorbells",488.63,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"701","310_00","3010","5360","Heizkörper / WMZ","heating elements",331.58,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"702","310_00","3010","5370","Notöffnungen","emergency exit",70,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"703","310_00","3010","5410","Heizungsanlagen","heating system",499.86,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"704","310_00","3010","5450","Dachdecker","slater",303.63,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"705","310_00","3010","5600","Nicht umlegb. HM-Kosten","not addable costs",1496.7,1239,20,1918,NA,"double pitch roof","timber","brick","gas central","residential",37
"706","311_00","3008","5100","Aufwand  Haushandwerker","builders work",1116.8,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"707","311_00","3008","5202","IH Gasgeräte","gas installations",4533.31,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"708","311_00","3008","5205","Eigenleistungen Mieter","in-house effort tenant",257.71,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"709","311_00","3008","5210","Schlosserarbeiten","locksmith",110.22,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"710","311_00","3008","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",1753.91,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"711","311_00","3008","5230","Fassaden","face of a building",52.35,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"712","311_00","3008","5235","Rolladen","shutters",152.7,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"713","311_00","3008","5245","Trockenbau","dry construction",1667.75,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"714","311_00","3008","5250","Sanitärinstallation","sanitary installation",9564.46,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"715","311_00","3008","5260","Zargen / Türen","doors",1434.54,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"716","311_00","3008","5270","Schlösser / Schlüssel","locks/keys",1106.26,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"717","311_00","3008","5280","Malerarbeiten","painting and decorating",643.68,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"718","311_00","3008","5300","Fenster / Glaserarbeiten","windows",181.48,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"719","311_00","3008","5310","Elektroarbeiten","electrics",2944.48,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"720","311_00","3008","5350","Klingeln","doorbells",620.19,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"721","311_00","3008","5360","Heizkörper / WMZ","heating elements",1606.12,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"722","311_00","3008","5370","Notöffnungen","emergency exit",144.59,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"723","311_00","3008","5410","Heizungsanlagen","heating system",439.74,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"724","311_00","3008","5450","Dachdecker","slater",1371,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"725","311_00","3008","5495","Vandalismus","vandalism",314.1,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"726","311_00","3008","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",10520,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"727","311_00","3008","5600","Nicht umlegb. HM-Kosten","not addable costs",1852.91,1620,14,1915,NA,"other","multilayer glas","finery","gas central","mixed usage",0
"728","313_00","3000","5201","Strom / Gas Leerstand","power/gas (vacancy)",120.16,323,4,1847,NA,"other","timber","finery","district heating","mixed usage",73
"729","313_00","3000","5250","Sanitärinstallation","sanitary installation",417.1,323,4,1847,NA,"other","timber","finery","district heating","mixed usage",73
"730","313_00","3000","5260","Zargen / Türen","doors",392.45,323,4,1847,NA,"other","timber","finery","district heating","mixed usage",73
"731","313_00","3000","5410","Heizungsanlagen","heating system",201.2,323,4,1847,NA,"other","timber","finery","district heating","mixed usage",73
"732","313_00","3000","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",11954.15,323,4,1847,NA,"other","timber","finery","district heating","mixed usage",73
"733","313_00","3000","5600","Nicht umlegb. HM-Kosten","not addable costs",388.67,323,4,1847,NA,"other","timber","finery","district heating","mixed usage",73
"734","314_00","3009","5100","Aufwand  Haushandwerker","builders work",767.8,690,12,1910,NA,"other","countersash","finery","other","mixed usage",8
"735","314_00","3009","5202","IH Gasgeräte","gas installations",316.85,690,12,1910,NA,"other","countersash","finery","other","mixed usage",8
"736","314_00","3009","5205","Eigenleistungen Mieter","in-house effort tenant",728.72,690,12,1910,NA,"other","countersash","finery","other","mixed usage",8
"737","314_00","3009","5210","Schlosserarbeiten","locksmith",487.65,690,12,1910,NA,"other","countersash","finery","other","mixed usage",8
"738","314_00","3009","5250","Sanitärinstallation","sanitary installation",3538.34,690,12,1910,NA,"other","countersash","finery","other","mixed usage",8
"739","314_00","3009","5255","Betonarbeiten","concrete work",411.69,690,12,1910,NA,"other","countersash","finery","other","mixed usage",8
